month,region,bu,product_line,segment,metric,actual,plan,prior,currency
2023-05,NA,Growth,Gamma,Enterprise,gross_margin,723077.69,700938.39,617990.43,USD
2023-05,NA,Growth,ServicesPlus,SMB,revenue,853488.26,933199.48,905772.73,USD
2023-05,NA,Growth,ServicesPlus,SMB,gross_margin,413714.9,447935.75,455641.97,USD
2023-05,NA,Growth,ServicesPlus,MidMarket,revenue,739492.52,780258.46,763526.22,USD
2023-05,NA,Growth,ServicesPlus,MidMarket,gross_margin,338131.72,374524.06,360984.07,USD
2023-05,NA,Growth,ServicesPlus,Enterprise,revenue,427293.54,466599.74,401952.2,USD
2023-05,NA,Growth,ServicesPlus,Enterprise,gross_margin,210582.23,223967.88,198930.06,USD
2023-05,NA,Services,Alpha,SMB,revenue,944764.74,996198.43,915930.64,USD
2023-05,NA,Services,Alpha,SMB,gross_margin,426060.51,458251.28,405905.32,USD
2023-05,NA,Services,Alpha,MidMarket,revenue,782680.24,830832.16,854027.04,USD
2023-05,NA,Services,Alpha,MidMarket,gross_margin,362398.75,382182.79,394460.63,USD
2023-05,NA,Services,Alpha,Enterprise,revenue,504387.24,496098.82,489927.26,USD
2023-05,NA,Services,Alpha,Enterprise,gross_margin,231965.65,228205.46,237239.06,USD
2023-05,NA,Services,Beta,SMB,revenue,2109176.39,2105757.9,2210344.06,USD
2023-05,NA,Services,Beta,SMB,gross_margin,947815.26,905475.89,1003760.85,USD
2023-05,NA,Services,Beta,MidMarket,revenue,1713412.45,1756207.72,1810003.01,USD
2023-05,NA,Services,Beta,MidMarket,gross_margin,747682.26,755169.32,779625.09,USD
2023-05,NA,Services,Beta,Enterprise,revenue,979133.21,1048650.52,963302.07,USD
2023-05,NA,Services,Beta,Enterprise,gross_margin,411888.04,450919.72,411903.3,USD
2023-05,NA,Services,Gamma,SMB,revenue,1656600.08,1769461.43,1828895.94,USD
2023-05,NA,Services,Gamma,SMB,gross_margin,684176.56,690089.96,662293.94,USD
2023-05,NA,Services,Gamma,MidMarket,revenue,1436775.9,1475735.57,1548804.9,USD
2023-05,NA,Services,Gamma,MidMarket,gross_margin,583314.74,575536.87,612194.99,USD
2023-05,NA,Services,Gamma,Enterprise,revenue,873462.9,881177.58,794024.77,USD
2023-05,NA,Services,Gamma,Enterprise,gross_margin,333202.3,343659.26,306960.77,USD
2023-05,NA,Services,ServicesPlus,SMB,revenue,1070204.67,1085861.55,1007935.69,USD
2023-05,NA,Services,ServicesPlus,SMB,gross_margin,404652.93,401768.78,371261.1,USD
2023-05,NA,Services,ServicesPlus,MidMarket,revenue,869440.2,905611.44,974874.66,USD
2023-05,NA,Services,ServicesPlus,MidMarket,gross_margin,297998.02,335076.23,352250.65,USD
2023-05,NA,Services,ServicesPlus,Enterprise,revenue,516542.32,540750.33,588609.99,USD
2023-05,NA,Services,ServicesPlus,Enterprise,gross_margin,195786.24,200077.62,223654.2,USD
2023-05,EMEA,Core,Alpha,SMB,revenue,2262226.09,2302005.29,2677647.45,EUR
2023-05,EMEA,Core,Alpha,SMB,gross_margin,1657584.99,1611403.7,1909935.19,USD
2023-05,EMEA,Core,Alpha,MidMarket,revenue,1787198.2,1918337.74,2308087.09,EUR
2023-05,EMEA,Core,Alpha,MidMarket,gross_margin,1237745.45,1342836.42,1633264.43,USD
2023-05,EMEA,Core,Alpha,Enterprise,revenue,1258438.29,1144912.68,1158340.76,EUR
2023-05,EMEA,Core,Alpha,Enterprise,gross_margin,915930.17,801438.88,806228.63,USD
2023-05,EMEA,Core,Beta,SMB,revenue,1503714.41,1646785.03,1634473.89,EUR
2023-05,EMEA,Core,Beta,SMB,gross_margin,1004740.94,1103345.97,1091790.31,USD
2023-05,EMEA,Core,Beta,MidMarket,revenue,1205128.22,1372320.86,1317748.15,EUR
2023-05,EMEA,Core,Beta,MidMarket,gross_margin,802469.96,919454.97,888938.19,USD
2023-05,EMEA,Core,Beta,Enterprise,revenue,841366.96,819035.94,800022.72,EUR
2023-05,EMEA,Core,Beta,Enterprise,gross_margin,565644.49,548754.08,535148.47,USD
2023-05,EMEA,Core,Gamma,SMB,revenue,2958728.39,2703979.54,2596912.51,EUR
2023-05,EMEA,Core,Gamma,SMB,gross_margin,1827328.84,1703507.11,1599561.48,USD
2023-05,EMEA,Core,Gamma,MidMarket,revenue,2459199.63,2253316.28,2339756.46,EUR
2023-05,EMEA,Core,Gamma,MidMarket,gross_margin,1582548.86,1419589.26,1438147.14,USD
2023-05,EMEA,Core,Gamma,Enterprise,revenue,1553837.5,1344836.38,1399856.92,EUR
2023-05,EMEA,Core,Gamma,Enterprise,gross_margin,997880.46,847246.92,883408.2,USD
2023-05,EMEA,Core,ServicesPlus,SMB,revenue,1459434.01,1514720.08,1759030.56,EUR
2023-05,EMEA,Core,ServicesPlus,SMB,gross_margin,880380.21,923979.25,1041672.76,USD
2023-05,EMEA,Core,ServicesPlus,MidMarket,revenue,1398184.29,1262266.73,1491608.86,EUR
2023-05,EMEA,Core,ServicesPlus,MidMarket,gross_margin,874835.78,769982.71,903895.42,USD
2023-05,EMEA,Core,ServicesPlus,Enterprise,revenue,766110.58,753352.84,820060.45,EUR
2023-05,EMEA,Core,ServicesPlus,Enterprise,gross_margin,466494.77,459545.24,479447.58,USD
2023-05,EMEA,Growth,Alpha,SMB,revenue,1803086.95,1866707.44,2082544.17,EUR
2023-05,EMEA,Growth,Alpha,SMB,gross_margin,1012748.31,1064023.24,1143782.39,USD
2023-05,EMEA,Growth,Alpha,MidMarket,revenue,1442767.38,1560774.83,1632907.8,EUR
2023-05,EMEA,Growth,Alpha,MidMarket,gross_margin,798049.89,889641.65,884577.4,USD
2023-05,EMEA,Growth,Alpha,Enterprise,revenue,869654.0,933353.72,960779.74,EUR
2023-05,EMEA,Growth,Alpha,Enterprise,gross_margin,491479.55,532011.62,558656.5,USD
2023-05,EMEA,Growth,Beta,SMB,revenue,1198791.17,1186368.48,1164365.26,EUR
2023-05,EMEA,Growth,Beta,SMB,gross_margin,651158.08,640638.98,643209.92,USD
2023-05,EMEA,Growth,Beta,MidMarket,revenue,945524.48,991935.87,1057420.63,EUR
2023-05,EMEA,Growth,Beta,MidMarket,gross_margin,501990.53,535645.37,564422.52,USD
2023-05,EMEA,Growth,Beta,Enterprise,revenue,628078.71,593184.24,577744.54,EUR
2023-05,EMEA,Growth,Beta,Enterprise,gross_margin,327590.82,320319.49,305016.38,USD
2023-05,EMEA,Growth,Gamma,SMB,revenue,2617650.02,2619610.2,2342501.59,EUR
2023-05,EMEA,Growth,Gamma,SMB,gross_margin,1323184.01,1309805.1,1182721.61,USD
2023-05,EMEA,Growth,Gamma,MidMarket,revenue,2355259.54,2190285.19,2216259.51,EUR
2023-05,EMEA,Growth,Gamma,MidMarket,gross_margin,1163090.25,1095142.6,1118361.1,USD
2023-05,EMEA,Growth,Gamma,Enterprise,revenue,1264815.11,1309805.1,1308222.47,EUR
2023-05,EMEA,Growth,Gamma,Enterprise,gross_margin,640291.03,654902.55,658755.83,USD
2023-05,EMEA,Growth,ServicesPlus,SMB,revenue,2369157.96,2268576.01,2386271.39,EUR
2023-05,EMEA,Growth,ServicesPlus,SMB,gross_margin,1153481.48,1088916.49,1138040.89,USD
2023-05,EMEA,Growth,ServicesPlus,MidMarket,revenue,1991709.69,1896781.61,2084036.53,EUR
2023-05,EMEA,Growth,ServicesPlus,MidMarket,gross_margin,994072.6,910455.17,1020154.48,USD
2023-05,EMEA,Growth,ServicesPlus,Enterprise,revenue,1114783.88,1134288.01,1231100.14,EUR
2023-05,EMEA,Growth,ServicesPlus,Enterprise,gross_margin,530598.18,544458.24,598557.19,USD
2023-05,EMEA,Services,Alpha,SMB,revenue,2866536.0,2670951.83,3005846.09,EUR
2023-05,EMEA,Services,Alpha,SMB,gross_margin,1356024.51,1228637.84,1318355.05,USD
2023-05,EMEA,Services,Alpha,MidMarket,revenue,2109891.92,2227580.97,2237738.42,EUR
2023-05,EMEA,Services,Alpha,MidMarket,gross_margin,1060363.49,1024687.25,1011809.91,USD
2023-05,EMEA,Services,Alpha,Enterprise,revenue,1267043.19,1330112.56,1193526.33,EUR
2023-05,EMEA,Services,Alpha,Enterprise,gross_margin,571960.7,611851.78,550654.19,USD
2023-05,EMEA,Services,Beta,SMB,revenue,3026375.02,2962512.03,2559338.88,EUR
2023-05,EMEA,Services,Beta,SMB,gross_margin,1212950.41,1273880.17,1182103.24,USD
2023-05,EMEA,Services,Beta,MidMarket,revenue,2163141.59,2470742.96,2620404.67,EUR
2023-05,EMEA,Services,Beta,MidMarket,gross_margin,951541.37,1062419.47,1135903.8,USD
2023-05,EMEA,Services,Beta,Enterprise,revenue,1456896.71,1475307.19,1318839.4,EUR
2023-05,EMEA,Services,Beta,Enterprise,gross_margin,627809.82,634382.09,540480.52,USD
2023-05,EMEA,Services,Gamma,SMB,revenue,2469262.35,2622016.54,2568482.8,EUR
2023-05,EMEA,Services,Gamma,SMB,gross_margin,950466.97,1022586.45,999824.87,USD
2023-05,EMEA,Services,Gamma,MidMarket,revenue,2234540.53,2186768.81,2312215.87,EUR
2023-05,EMEA,Services,Gamma,MidMarket,gross_margin,844757.86,852839.84,924675.12,USD
2023-05,EMEA,Services,Gamma,Enterprise,revenue,1212456.77,1305743.17,1362999.77,EUR
2023-05,EMEA,Services,Gamma,Enterprise,gross_margin,478909.79,509239.84,544437.1,USD
2023-05,EMEA,Services,ServicesPlus,SMB,revenue,1149833.47,1233991.0,1343407.81,EUR
2023-05,EMEA,Services,ServicesPlus,SMB,gross_margin,428894.71,456576.67,464345.8,USD
2023-05,EMEA,Services,ServicesPlus,MidMarket,revenue,895065.7,1029151.8,1092094.7,EUR
2023-05,EMEA,Services,ServicesPlus,MidMarket,gross_margin,328717.37,380786.17,406551.26,USD
2023-05,EMEA,Services,ServicesPlus,Enterprise,revenue,661763.07,614517.61,625888.74,EUR
2023-05,EMEA,Services,ServicesPlus,Enterprise,gross_margin,236367.7,227371.51,212041.19,USD
2023-05,APAC,Core,Alpha,SMB,revenue,1200715.79,1152022.47,1265370.48,USD
2023-05,APAC,Core,Alpha,SMB,gross_margin,863048.45,806415.73,885629.32,USD
2023-05,APAC,Core,Alpha,MidMarket,revenue,1063215.29,960018.72,1025986.1,USD
2023-05,APAC,Core,Alpha,MidMarket,gross_margin,728522.15,672013.11,716716.32,USD
2023-05,APAC,Core,Alpha,Enterprise,revenue,583787.0,572963.56,559917.52,USD
2023-05,APAC,Core,Alpha,Enterprise,gross_margin,406292.01,401074.49,408155.11,USD
2023-05,APAC,Core,Beta,SMB,revenue,3053356.66,2881628.53,2737477.83,USD
2023-05,APAC,Core,Beta,SMB,gross_margin,2091836.87,1930691.12,1775707.93,USD
2023-05,APAC,Core,Beta,MidMarket,revenue,2263268.58,2401357.11,2579497.75,USD
2023-05,APAC,Core,Beta,MidMarket,gross_margin,1532748.72,1608909.26,1756297.04,USD
2023-05,APAC,Core,Beta,Enterprise,revenue,1445033.71,1433190.91,1413414.07,USD
2023-05,APAC,Core,Beta,Enterprise,gross_margin,982882.35,960237.91,944026.58,USD
2023-05,APAC,Core,Gamma,SMB,revenue,1554008.07,1479364.89,1277723.28,USD
2023-05,APAC,Core,Gamma,SMB,gross_margin,964902.25,931999.88,840225.95,USD
2023-05,APAC,Core,Gamma,MidMarket,revenue,1121983.35,1232804.07,1192651.92,USD
2023-05,APAC,Core,Gamma,MidMarket,gross_margin,710545.75,776666.57,717556.44,USD
2023-05,APAC,Core,Gamma,Enterprise,revenue,753560.97,735768.78,656260.76,USD
2023-05,APAC,Core,Gamma,Enterprise,gross_margin,484957.84,463534.33,408567.55,USD
2023-05,APAC,Core,ServicesPlus,SMB,revenue,2758621.4,2723174.34,3011910.48,USD
2023-05,APAC,Core,ServicesPlus,SMB,gross_margin,1687691.87,1661136.35,1751839.35,USD
2023-05,APAC,Core,ServicesPlus,MidMarket,revenue,2181512.31,2269311.95,2100884.18,USD
2023-05,APAC,Core,ServicesPlus,MidMarket,gross_margin,1335666.6,1384280.29,1337173.23,USD
2023-05,APAC,Core,ServicesPlus,Enterprise,revenue,1330304.18,1354383.0,1383165.58,USD
2023-05,APAC,Core,ServicesPlus,Enterprise,gross_margin,852852.82,826173.63,834500.8,USD
2023-05,APAC,Growth,Alpha,SMB,revenue,1477321.79,1462372.24,1605560.1,USD
2023-05,APAC,Growth,Alpha,SMB,gross_margin,844737.0,833552.17,905384.39,USD
2023-05,APAC,Growth,Alpha,MidMarket,revenue,1250911.79,1222705.68,1236707.11,USD
2023-05,APAC,Growth,Alpha,MidMarket,gross_margin,705413.99,696942.24,703227.89,USD
2023-05,APAC,Growth,Alpha,Enterprise,revenue,678453.96,731186.12,744076.86,USD
2023-05,APAC,Growth,Alpha,Enterprise,gross_margin,390701.32,416776.09,412241.94,USD
2023-05,APAC,Growth,Beta,SMB,revenue,2010938.56,2037296.11,2016146.74,USD
2023-05,APAC,Growth,Beta,SMB,gross_margin,1097209.28,1100139.9,1129598.7,USD
2023-05,APAC,Growth,Beta,MidMarket,revenue,1627434.81,1703405.92,1644628.95,USD
2023-05,APAC,Growth,Beta,MidMarket,gross_margin,886396.36,919839.19,910006.3,USD
2023-05,APAC,Growth,Beta,Enterprise,revenue,1104505.34,1018648.06,976254.01,USD
2023-05,APAC,Growth,Beta,Enterprise,gross_margin,590356.11,550069.95,519897.19,USD
2023-05,APAC,Growth,Gamma,SMB,revenue,2543287.27,2750034.63,2437970.82,USD
2023-05,APAC,Growth,Gamma,SMB,gross_margin,1287233.15,1375017.31,1251230.33,USD
2023-05,APAC,Growth,Gamma,MidMarket,revenue,2254330.34,2299334.51,2504434.8,USD
2023-05,APAC,Growth,Gamma,MidMarket,gross_margin,1138436.33,1149667.25,1255721.19,USD
2023-05,APAC,Growth,Gamma,Enterprise,revenue,1543939.22,1375017.31,1466022.89,USD
2023-05,APAC,Growth,Gamma,Enterprise,gross_margin,764684.47,687508.66,752542.59,USD
2023-05,APAC,Growth,ServicesPlus,SMB,revenue,2510257.33,2486598.23,2395241.61,USD
2023-05,APAC,Growth,ServicesPlus,SMB,gross_margin,1274528.56,1193567.15,1155389.61,USD
2023-05,APAC,Growth,ServicesPlus,MidMarket,revenue,2123278.05,2079072.41,2001799.57,USD
2023-05,APAC,Growth,ServicesPlus,MidMarket,gross_margin,1036559.56,997954.75,999551.03,USD
2023-05,APAC,Growth,ServicesPlus,Enterprise,revenue,1294984.39,1243299.11,1305565.99,USD
2023-05,APAC,Growth,ServicesPlus,Enterprise,gross_margin,582125.54,596783.57,603726.55,USD
2023-05,APAC,Services,Alpha,SMB,revenue,2511739.73,2725768.82,2689908.11,USD
2023-05,APAC,Services,Alpha,SMB,gross_margin,1206782.75,1253853.66,1242080.25,USD
2023-05,APAC,Services,Alpha,MidMarket,revenue,2416899.85,2273298.49,2165342.29,USD
2023-05,APAC,Services,Alpha,MidMarket,gross_margin,1117074.96,1045717.31,1013236.14,USD
2023-05,APAC,Services,Alpha,Enterprise,revenue,1302066.22,1357410.98,1585047.34,USD
2023-05,APAC,Services,Alpha,Enterprise,gross_margin,599500.23,624409.05,715025.6,USD
2023-05,APAC,Services,Beta,SMB,revenue,1992382.26,2204189.91,2311141.06,USD
2023-05,APAC,Services,Beta,SMB,gross_margin,812312.01,947801.66,965601.59,USD
2023-05,APAC,Services,Beta,MidMarket,revenue,1932513.34,1838300.28,1613648.56,USD
2023-05,APAC,Services,Beta,MidMarket,gross_margin,851379.37,790469.12,692663.04,USD
2023-05,APAC,Services,Beta,Enterprise,revenue,1111204.78,1097668.87,1207978.79,USD
2023-05,APAC,Services,Beta,Enterprise,gross_margin,498654.37,471997.61,512047.84,USD
2023-05,APAC,Services,Gamma,SMB,revenue,2235770.08,2381067.07,2224610.11,USD
2023-05,APAC,Services,Gamma,SMB,gross_margin,864770.83,928616.16,873038.24,USD
2023-05,APAC,Services,Gamma,MidMarket,revenue,2151695.75,1985816.31,1949341.08,USD
2023-05,APAC,Services,Gamma,MidMarket,gross_margin,793973.91,774468.36,770083.76,USD
2023-05,APAC,Services,Gamma,Enterprise,revenue,1280975.03,1185752.28,1180698.85,USD
2023-05,APAC,Services,Gamma,Enterprise,gross_margin,500662.77,462443.39,466618.31,USD
2023-05,APAC,Services,ServicesPlus,SMB,revenue,2242327.73,2102189.65,1724289.66,USD
2023-05,APAC,Services,ServicesPlus,SMB,gross_margin,787650.53,777810.17,651035.74,USD
2023-05,APAC,Services,ServicesPlus,MidMarket,revenue,1885171.33,1753231.79,1663258.17,USD
2023-05,APAC,Services,ServicesPlus,MidMarket,gross_margin,685562.45,648695.76,601026.08,USD
2023-05,APAC,Services,ServicesPlus,Enterprise,revenue,1092094.46,1046873.56,1044951.08,USD
2023-05,APAC,Services,ServicesPlus,Enterprise,gross_margin,423827.41,387343.22,396311.23,USD
2023-06,NA,Core,Alpha,SMB,revenue,1553709.54,1394187.74,1385394.16,USD
2023-06,NA,Core,Alpha,SMB,gross_margin,1074408.41,975931.42,957284.52,USD
2023-06,NA,Core,Alpha,MidMarket,revenue,1087054.47,1161823.12,1295598.45,USD
2023-06,NA,Core,Alpha,MidMarket,gross_margin,761581.56,813276.18,903915.08,USD
2023-06,NA,Core,Alpha,Enterprise,revenue,777035.23,693405.54,796220.55,USD
2023-06,NA,Core,Alpha,Enterprise,gross_margin,540727.76,485383.88,549313.02,USD
2023-06,NA,Core,Beta,SMB,revenue,2137092.51,2094626.9,2403448.23,USD
2023-06,NA,Core,Beta,SMB,gross_margin,1444190.14,1403400.02,1607800.26,USD
2023-06,NA,Core,Beta,MidMarket,revenue,1652939.74,1745522.42,1494254.82,USD
2023-06,NA,Core,Beta,MidMarket,gross_margin,1146961.63,1169500.02,977630.54,USD
2023-06,NA,Core,Beta,Enterprise,revenue,982370.27,1041772.11,1200500.93,USD
2023-06,NA,Core,Beta,Enterprise,gross_margin,650952.91,697987.31,789862.47,USD
2023-06,NA,Core,Gamma,SMB,revenue,1223802.01,1102866.75,1056416.53,USD
2023-06,NA,Core,Gamma,SMB,gross_margin,771233.01,694806.05,661407.87,USD
2023-06,NA,Core,Gamma,MidMarket,revenue,981443.58,919055.62,1107604.27,USD
2023-06,NA,Core,Gamma,MidMarket,gross_margin,614708.27,579005.04,705586.29,USD
2023-06,NA,Core,Gamma,Enterprise,revenue,490316.1,548515.74,542597.54,USD
2023-06,NA,Core,Gamma,Enterprise,gross_margin,312642.12,345564.91,334638.96,USD
2023-06,NA,Core,ServicesPlus,SMB,revenue,807160.76,979123.23,1146775.02,USD
2023-06,NA,Core,ServicesPlus,SMB,gross_margin,494143.42,597265.17,699930.91,USD
2023-06,NA,Core,ServicesPlus,MidMarket,revenue,688689.56,815936.02,807260.9,USD
2023-06,NA,Core,ServicesPlus,MidMarket,gross_margin,414572.68,497720.97,471533.07,USD
2023-06,NA,Core,ServicesPlus,Enterprise,revenue,411834.81,486971.34,463801.48,USD
2023-06,NA,Core,ServicesPlus,Enterprise,gross_margin,252032.01,297052.52,283585.37,USD
2023-06,NA,Growth,Alpha,SMB,revenue,1400443.6,1288921.45,1272050.5,USD
2023-06,NA,Growth,Alpha,SMB,gross_margin,818249.48,734685.23,768163.24,USD
2023-06,NA,Growth,Alpha,MidMarket,revenue,1106875.24,1077681.55,1118437.13,USD
2023-06,NA,Growth,Alpha,MidMarket,gross_margin,623102.55,614278.48,666246.67,USD
2023-06,NA,Growth,Alpha,Enterprise,revenue,632676.59,644460.73,558005.91,USD
2023-06,NA,Growth,Alpha,Enterprise,gross_margin,368201.76,367342.61,328293.23,USD
2023-06,NA,Growth,Beta,SMB,revenue,2851625.25,3020654.31,3076521.62,USD
2023-06,NA,Growth,Beta,SMB,gross_margin,1580331.31,1631153.33,1734553.68,USD
2023-06,NA,Growth,Beta,MidMarket,revenue,3066974.93,2525602.63,2749638.6,USD
2023-06,NA,Growth,Beta,MidMarket,gross_margin,1658644.7,1363825.42,1486440.13,USD
2023-06,NA,Growth,Beta,Enterprise,revenue,1520130.34,1510327.15,1615125.43,USD
2023-06,NA,Growth,Beta,Enterprise,gross_margin,804218.59,815576.66,897575.14,USD
2023-06,NA,Growth,Gamma,SMB,revenue,2950790.65,2728694.01,2763700.99,USD
2023-06,NA,Growth,Gamma,SMB,gross_margin,1479667.77,1364347.0,1415010.53,USD
2023-06,NA,Growth,Gamma,MidMarket,revenue,2356361.55,2281491.38,2533143.37,USD
2023-06,NA,Growth,Gamma,MidMarket,gross_margin,1177589.92,1140745.69,1234845.01,USD
2023-06,NA,Growth,Gamma,Enterprise,revenue,1513259.69,1364347.0,1486592.84,USD
2023-06,NA,Growth,Gamma,Enterprise,gross_margin,781063.67,682173.5,723077.69,USD
2023-06,NA,Growth,ServicesPlus,SMB,revenue,753856.04,905567.91,853488.26,USD
2023-06,NA,Growth,ServicesPlus,SMB,gross_margin,337992.38,434672.6,413714.9,USD
2023-06,NA,Growth,ServicesPlus,MidMarket,revenue,810444.46,757155.39,739492.52,USD
2023-06,NA,Growth,ServicesPlus,MidMarket,gross_margin,404410.55,363434.59,338131.72,USD
2023-06,NA,Growth,ServicesPlus,Enterprise,revenue,447042.0,452783.96,427293.54,USD
2023-06,NA,Growth,ServicesPlus,Enterprise,gross_margin,206119.65,217336.3,210582.23,USD
2023-06,NA,Services,Alpha,SMB,revenue,1084801.78,962425.35,944764.74,USD
2023-06,NA,Services,Alpha,SMB,gross_margin,487497.38,442715.66,426060.51,USD
2023-06,NA,Services,Alpha,MidMarket,revenue,831540.46,802665.32,782680.24,USD
2023-06,NA,Services,Alpha,MidMarket,gross_margin,389102.32,369226.05,362398.75,USD
2023-06,NA,Services,Alpha,Enterprise,revenue,485265.12,479280.09,504387.24,USD
2023-06,NA,Services,Alpha,Enterprise,gross_margin,226971.61,220468.84,231965.65,USD
2023-06,NA,Services,Beta,SMB,revenue,2095144.16,2036948.35,2109176.39,USD
2023-06,NA,Services,Beta,SMB,gross_margin,910956.02,875887.79,947815.26,USD
2023-06,NA,Services,Beta,MidMarket,revenue,1703966.09,1698820.38,1713412.45,USD
2023-06,NA,Services,Beta,MidMarket,gross_margin,695322.77,730492.76,747682.26,USD
2023-06,NA,Services,Beta,Enterprise,revenue,958276.67,1014383.92,979133.21,USD
2023-06,NA,Services,Beta,Enterprise,gross_margin,423777.68,436185.09,411888.04,USD
2023-06,NA,Services,Gamma,SMB,revenue,1821943.76,1713293.46,1656600.08,USD
2023-06,NA,Services,Gamma,SMB,gross_margin,766809.92,668184.45,684176.56,USD
2023-06,NA,Services,Gamma,MidMarket,revenue,1436229.14,1428891.33,1436775.9,USD
2023-06,NA,Services,Gamma,MidMarket,gross_margin,553630.82,557267.62,583314.74,USD
2023-06,NA,Services,Gamma,Enterprise,revenue,891629.17,853206.38,873462.9,USD
2023-06,NA,Services,Gamma,Enterprise,gross_margin,363007.97,332750.49,333202.3,USD
2023-06,NA,Services,ServicesPlus,SMB,revenue,917639.65,1048326.7,1070204.67,USD
2023-06,NA,Services,ServicesPlus,SMB,gross_margin,353557.91,387880.88,404652.93,USD
2023-06,NA,Services,ServicesPlus,MidMarket,revenue,859262.07,874307.28,869440.2,USD
2023-06,NA,Services,ServicesPlus,MidMarket,gross_margin,312993.65,323493.69,297998.02,USD
2023-06,NA,Services,ServicesPlus,Enterprise,revenue,515766.33,522058.28,516542.32,USD
2023-06,NA,Services,ServicesPlus,Enterprise,gross_margin,186602.91,193161.56,195786.24,USD
2023-06,EMEA,Core,Alpha,SMB,revenue,2205806.06,2259700.52,2262226.09,EUR
2023-06,EMEA,Core,Alpha,SMB,gross_margin,1503974.57,1581790.36,1657584.99,USD
2023-06,EMEA,Core,Alpha,MidMarket,revenue,1783424.01,1883083.76,1787198.2,EUR
2023-06,EMEA,Core,Alpha,MidMarket,gross_margin,1290074.75,1318158.63,1237745.45,USD
2023-06,EMEA,Core,Alpha,Enterprise,revenue,1232186.28,1123872.21,1258438.29,EUR
2023-06,EMEA,Core,Alpha,Enterprise,gross_margin,887734.34,786710.55,915930.17,USD
2023-06,EMEA,Core,Beta,SMB,revenue,1533852.31,1618571.39,1503714.41,EUR
2023-06,EMEA,Core,Beta,SMB,gross_margin,995857.24,1084442.83,1004740.94,USD
2023-06,EMEA,Core,Beta,MidMarket,revenue,1331366.07,1348809.49,1205128.22,EUR
2023-06,EMEA,Core,Beta,MidMarket,gross_margin,932724.99,903702.36,802469.96,USD
2023-06,EMEA,Core,Beta,Enterprise,revenue,783155.16,805003.76,841366.96,EUR
2023-06,EMEA,Core,Beta,Enterprise,gross_margin,525917.45,539352.52,565644.49,USD
2023-06,EMEA,Core,Gamma,SMB,revenue,2697004.91,2660219.21,2958728.39,EUR
2023-06,EMEA,Core,Gamma,SMB,gross_margin,1606876.94,1675938.11,1827328.84,USD
2023-06,EMEA,Core,Gamma,MidMarket,revenue,2414394.02,2216849.35,2459199.63,EUR
2023-06,EMEA,Core,Gamma,MidMarket,gross_margin,1549626.05,1396615.09,1582548.86,USD
2023-06,EMEA,Core,Gamma,Enterprise,revenue,1334616.96,1323071.99,1553837.5,EUR
2023-06,EMEA,Core,Gamma,Enterprise,gross_margin,821195.26,833535.35,997880.46,USD
2023-06,EMEA,Core,ServicesPlus,SMB,revenue,1309711.08,1485860.18,1459434.01,EUR
2023-06,EMEA,Core,ServicesPlus,SMB,gross_margin,806929.52,906374.71,880380.21,USD
2023-06,EMEA,Core,ServicesPlus,MidMarket,revenue,1112109.92,1238216.81,1398184.29,EUR
2023-06,EMEA,Core,ServicesPlus,MidMarket,gross_margin,666235.17,755312.26,874835.78,USD
2023-06,EMEA,Core,ServicesPlus,Enterprise,revenue,640069.33,738999.24,766110.58,EUR
2023-06,EMEA,Core,ServicesPlus,Enterprise,gross_margin,393860.32,450789.54,466494.77,USD
2023-06,EMEA,Growth,Alpha,SMB,revenue,1734259.3,1840359.57,1803086.95,EUR
2023-06,EMEA,Growth,Alpha,SMB,gross_margin,965522.55,1049004.95,1012748.31,USD
2023-06,EMEA,Growth,Alpha,MidMarket,revenue,1625692.85,1538745.08,1442767.38,EUR
2023-06,EMEA,Growth,Alpha,MidMarket,gross_margin,944555.16,877084.7,798049.89,USD
2023-06,EMEA,Growth,Alpha,Enterprise,revenue,882160.97,920179.78,869654.0,EUR
2023-06,EMEA,Growth,Alpha,Enterprise,gross_margin,507562.22,524502.48,491479.55,USD
2023-06,EMEA,Growth,Beta,SMB,revenue,1137019.07,1171106.54,1198791.17,EUR
2023-06,EMEA,Growth,Beta,SMB,gross_margin,609399.48,632397.53,651158.08,USD
2023-06,EMEA,Growth,Beta,MidMarket,revenue,921286.71,979175.19,945524.48,EUR
2023-06,EMEA,Growth,Beta,MidMarket,gross_margin,517756.31,528754.6,501990.53,USD
2023-06,EMEA,Growth,Beta,Enterprise,revenue,594035.36,585553.27,628078.71,EUR
2023-06,EMEA,Growth,Beta,Enterprise,gross_margin,316713.3,316198.77,327590.82,USD
2023-06,EMEA,Growth,Gamma,SMB,revenue,2700628.88,2588406.94,2617650.02,EUR
2023-06,EMEA,Growth,Gamma,SMB,gross_margin,1344869.94,1294203.47,1323184.01,USD
2023-06,EMEA,Growth,Gamma,MidMarket,revenue,2288367.82,2164195.8,2355259.54,EUR
2023-06,EMEA,Growth,Gamma,MidMarket,gross_margin,1201098.77,1082097.9,1163090.25,USD
2023-06,EMEA,Growth,Gamma,Enterprise,revenue,1260917.66,1294203.47,1264815.11,EUR
2023-06,EMEA,Growth,Gamma,Enterprise,gross_margin,626166.85,647101.73,640291.03,USD
2023-06,EMEA,Growth,ServicesPlus,SMB,revenue,2384506.18,2235016.6,2369157.96,EUR
2023-06,EMEA,Growth,ServicesPlus,SMB,gross_margin,1119223.16,1072807.97,1153481.48,USD
